                 res               x                y               z
            74.61378       311.95404        712.07147     -1853.18970
            36.54682        18.81366       1357.74219     -1751.14502
            87.89088       168.99850        685.60120     -1905.17395
            30.15339        66.07355       -867.02466     -1917.02686
            21.18506       178.68594      -1074.40161     -1981.72339
           109.68159       205.98660        800.63940     -1843.80347
           109.68159       235.28105        791.36707     -1840.10876
            63.20073       393.07764      -1666.90503     -1792.13025
             4.95239       108.04405       1422.31091     -1312.60742
            35.66145       169.25748      -1363.55859     -1916.01147
           120.69792       208.20032       -321.66800     -1859.55359
           405.66385       348.50714       -380.98724     -1969.90405
           419.60739       379.68872       -313.80347     -1986.19421
            22.99278       360.27142       1149.92529     -1757.29224
            36.19489       179.09573      -1076.40503     -1667.21521
             4.23404       383.54077       1807.44458     -1373.63879
            27.78341        59.52377       -771.31866     -1540.06860
            99.66679       220.57455       -518.03094     -1921.13208
            34.68008        71.49515       -944.09412     -1737.41455
             9.13951       168.66618        548.10181      -977.04004
            16.82392       175.05708       1238.98926     -1726.70374
            87.57832       366.38223        659.72662     -1909.15979
             6.26612       223.36525       1059.59241      -820.70386
            24.39769        90.09755      -1080.75159     -1991.27698
            36.54682        60.88870       1392.88391     -1712.04761
            32.25317       168.29248        946.83423     -1794.74683
            44.19622       187.75084        938.14734     -1825.23474
            32.25317       169.25308        921.10986     -1856.16187
            20.06044       149.79474        929.79688     -1825.67395
            56.41753        96.85777        794.92792     -1893.18652
            36.54587        70.34134       1641.33521     -1653.00891
            44.35988       100.45436       1631.90393     -1708.56970
            69.91871        79.85688        612.96655     -1936.41992
            27.13219       290.58575       -911.14282     -1110.70703
            87.50069       138.00229        522.78326     -2004.24194
            47.67338       341.06036       -748.36591     -1789.46228
            22.83533       137.97418        312.02353     -1754.94299
            36.97787       301.15057      -1957.17065     -1554.01709
            12.71022       280.34390        972.22192      -319.36716
             3.12900        54.53394       1600.96497      -881.16205
            69.92384        36.70926       -482.08282     -1880.03931
            28.65558        12.49475       -880.57642     -1913.52942
            61.30168       361.98828      -1682.20142     -1817.31824
             4.65434       332.22534        169.28766       206.75221
            21.52048       205.99048       1344.97437     -1580.74524
            35.07341       312.46756      -1479.50061      -748.83655
             5.01057        85.82609        900.23621     -1356.86377
            16.01027       332.10498        940.29639     -1587.30469
            78.81718        16.54139      -1700.33386      -928.76904
            28.08745         7.94208      -1101.11658     -1951.66626
            56.41753       106.33856        810.94751     -1887.25049
            49.67942        63.71356       1537.64966     -1618.71545
            71.88976       237.01857         36.52084     -1839.54626
            46.75601       345.50964      -1782.90527     -1790.73523
           114.07259        54.74031       -458.51419     -2117.79150
            47.37223       298.13776      -1557.60449     -1811.54285
